match_id,season,date,gameweek,home_team,away_team,is_home,home_aerial_duels_lost,home_carries,home_carries_final_third,home_carries_penalty_area,home_carry_distance,home_completed_passes_types,home_corner_kicks,home_crosses_faced,home_goal_kick_launch_percentage,home_goal_kicks_attempted,home_goalkeeper_long_passes_attempted,home_key_passes,home_launch_percentage,home_live_ball_passes,home_long_pass_completion_rate,home_medium_passes_attempted,home_medium_passes_completed,home_pass_completion_rate,home_passes_attempted,home_passes_completed,home_passes_final_third,home_passes_penalty_area,home_passes_received,home_progressive_carries,home_progressive_carry_distance,home_progressive_pass_distance,home_progressive_passes,home_progressive_passes_received_detail,home_sca_pass_dead,home_sca_pass_live,home_sca_shot,home_sca_take_on,home_short_pass_completion_rate,home_short_passes_attempted,home_short_passes_completed,home_shot_creating_actions_per_90,home_shots_on_target_per_90,home_shots_per_90,home_through_balls,home_total_pass_distance,home_touches,home_touches_att_penalty,home_touches_att_third,home_touches_live_ball,home_touches_mid_third,away_aerial_duels_lost,away_carries,away_carries_final_third,away_carries_penalty_area,away_carry_distance,away_completed_passes_types,away_corner_kicks,away_crosses_faced,away_goal_kick_launch_percentage,away_goal_kicks_attempted,away_goalkeeper_long_passes_attempted,away_key_passes,away_launch_percentage,away_live_ball_passes,away_long_pass_completion_rate,away_medium_passes_attempted,away_medium_passes_completed,away_pass_completion_rate,away_passes_attempted,away_passes_completed,away_passes_final_third,away_passes_penalty_area,away_passes_received,away_progressive_carries,away_progressive_carry_distance,away_progressive_pass_distance,away_progressive_passes,away_progressive_passes_received_detail,away_sca_pass_dead,away_sca_pass_live,away_sca_shot,away_sca_take_on,away_short_pass_completion_rate,away_short_passes_attempted,away_short_passes_completed,away_shot_creating_actions_per_90,away_shots_on_target_per_90,away_shots_per_90,away_through_balls,away_total_pass_distance,away_touches,away_touches_att_penalty,away_touches_att_third,away_touches_live_ball,away_touches_mid_third,home_shot_accuracy,away_shot_accuracy,home_sca_per_shot,away_sca_per_shot,home_carry_efficiency,away_carry_efficiency,match_outcome,home_goals,away_goals,attack_advantage,sca_differential,home_tier_Mid-Table,home_tier_Relegation,home_tier_Top 4,away_tier_Mid-Table,away_tier_Relegation,away_tier_Top 4
2021-2022_GW21_LeedsUnite_vs_Burnley,2021-2022,2022-01-02,21.0,Leeds United,Burnley,1,626,12260,412,170,67099,13989,170,445,37.0,292,413,347,27.5,16432,48.1,7050,5921,76.5,18288,13989,995,272,13865,671,36354,89161,1483,1467,68,589,60,52,86.1,7285,6271,21.71,3.74,12.63,66,242664,22705,789,4919,22700,9502,733,8229,300,84,42272,9454,183,642,91.1,304,870,286,69.8,12275,45.3,4472,3306,67.0,14107,9454,877,240,9342,388,19061,80195,972,958,81,455,50,28,80.7,5327,4297,17.74,3.13,10.66,32,178791,18371,663,4686,18369,8051,0.29583333333333334,0.2938271604938272,1.71875,1.6641975308641976,0.05473083197389886,0.04715032203183862,Home Win,3.0,1.0,0.6100000000000003,3.9700000000000024,1,0,0,1,0,0
2021-2022_GW21_Chelsea_vs_Liverpool,2021-2022,2022-01-02,21.0,Chelsea,Liverpool,1,486,17090,729,243,86187,21190,241,419,25.7,202,222,439,19.1,23158,60.6,9322,8318,85.1,24888,21190,1614,437,21040,894,46504,113085,1967,1956,62,818,75,48,91.5,11617,10628,28.0,5.26,15.34,77,342325,28975,1066,7881,28966,13385,467,17262,672,290,84190,21163,282,360,31.4,185,268,527,16.2,23742,62.3,10569,9245,82.8,25552,21163,1878,511,21042,885,45325,127087,2243,2227,105,912,104,63,89.7,10506,9420,32.87,6.24,18.97,112,370621,29575,1377,8419,29567,14176,0.34305317324185247,0.3287101248266297,1.8250428816466553,1.7323162274618584,0.052311293153891165,0.05126868265554397,Draw,2.0,2.0,-0.9800000000000004,-4.869999999999997,0,0,1,0,0,1
2021-2022_GW21_Manchester_vs_Wolves,2021-2022,2022-01-03,21.0,Manchester Utd,Wolves,1,443,13954,587,213,76394,16690,197,525,42.8,299,315,407,30.0,18862,58.9,7436,6398,80.9,20641,16690,1315,312,16590,784,41495,93084,1568,1562,65,706,38,56,88.4,9234,8162,24.13,4.71,13.24,80,280259,24652,883,6331,24647,11141,490,12837,522,190,69338,15253,168,562,42.2,275,423,294,35.6,17380,57.2,7664,6610,79.8,19103,15253,1096,212,15117,723,36188,92814,1283,1262,44,496,37,65,88.1,7415,6533,18.21,3.5,10.55,58,275607,23334,703,4887,23333,10204,0.3558648111332008,0.3316708229426434,1.823061630218688,1.7256857855361596,0.05618460656442597,0.056321570460387944,Away Win,0.0,1.0,1.21,5.919999999999998,0,0,1,1,0,0
2021-2022_GW18_Southampto_vs_Brentford,2021-2022,2022-01-11,18.0,Southampton,Brentford,1,726,11085,561,197,62327,12505,233,573,70.9,285,612,353,46.4,15115,42.9,6093,4893,73.8,16941,12505,1016,249,12388,728,31425,80089,1326,1314,68,585,51,43,84.9,7173,6089,21.42,4.24,12.58,43,211003,21418,830,5713,21414,9409,728,10280,332,102,49925,11676,159,626,61.0,300,768,311,43.2,14443,47.6,6120,4797,71.8,16272,11676,942,262,11565,450,26085,85983,1189,1170,96,487,62,37,82.4,6312,5201,19.45,3.71,11.47,50,211867,20462,819,4566,20456,8201,0.3368200836820084,0.32339449541284404,1.702928870292887,1.694954128440367,0.0656743346865133,0.04377431906614786,Home Win,4.0,1.0,0.5300000000000002,1.9700000000000024,1,0,0,1,0,0
2021-2022_GW18_WestHam_vs_NorwichCit,2021-2022,2022-01-12,18.0,West Ham,Norwich City,1,628,12622,479,171,68100,14326,200,610,57.4,305,553,320,50.5,16647,50.9,6856,5789,78.0,18378,14326,1106,271,14229,646,32664,89191,1449,1437,68,569,50,47,88.4,7493,6627,20.26,3.74,11.66,29,251152,22331,810,5543,22325,9992,598,11136,356,126,60854,12164,165,617,45.3,311,528,264,36.3,14176,49.7,5949,4912,75.7,16070,12164,739,226,12047,566,30074,80065,1031,1018,67,435,33,41,86.0,6484,5578,16.76,2.74,9.74,50,217007,20234,601,4167,20231,8047,0.32054176072234764,0.2810810810810811,1.7381489841986455,1.7216216216216216,0.05118047852955158,0.050826149425287355,Home Win,2.0,0.0,1.0,3.5,1,0,0,0,1,0
2021-2022_GW22_Brighton_vs_CrystalPal,2021-2022,2022-01-14,22.0,Brighton,Crystal Palace,1,498,13919,519,139,68537,16410,200,535,64.3,241,568,356,31.4,18838,53.5,8208,7130,79.7,20588,16410,1187,342,16278,676,35095,95307,1547,1529,84,630,55,49,88.0,8172,7195,22.89,3.71,12.68,58,288827,24854,876,6505,24847,10520,618,13129,410,149,65928,14983,175,525,40.1,272,375,305,26.8,17115,51.1,7610,6521,78.5,19081,14983,990,270,14878,592,33176,92523,1229,1214,63,500,46,43,87.4,7495,6553,18.71,3.68,10.63,40,265538,23466,749,4943,23458,9989,0.2925311203319502,0.3465346534653465,1.8049792531120332,1.75990099009901,0.04856670737840362,0.045091019879655726,Draw,1.0,1.0,0.029999999999999805,4.18,1,0,0,1,0,0
2021-2022_GW22_Manchester_vs_Chelsea,2021-2022,2022-01-15,22.0,Manchester City,Chelsea,1,397,21064,840,386,110018,24406,316,310,19.0,147,188,536,15.7,26239,68.1,11162,10158,87.5,27902,24406,2110,535,24212,1145,61200,117964,2421,2402,78,997,88,70,92.9,12605,11713,33.84,6.24,18.53,102,412596,31381,1499,9729,31372,15281,486,17090,729,243,86187,21190,241,419,25.7,202,222,439,19.1,23158,60.6,9322,8318,85.1,24888,21190,1614,437,21040,894,46504,113085,1967,1956,62,818,75,48,91.5,11617,10628,28.0,5.26,15.34,77,342325,28975,1066,7881,28966,13385,0.3366477272727273,0.34305317324185247,1.8267045454545454,1.8250428816466553,0.05435814660083555,0.052311293153891165,Home Win,1.0,0.0,0.9800000000000004,5.840000000000003,0,0,1,0,0,1
2021-2022_GW22_NorwichCit_vs_Everton,2021-2022,2022-01-15,22.0,Norwich City,Everton,1,598,11136,356,126,60854,12164,165,617,45.3,311,528,264,36.3,14176,49.7,5949,4912,75.7,16070,12164,739,226,12047,566,30074,80065,1031,1018,67,435,33,41,86.0,6484,5578,16.76,2.74,9.74,50,217007,20234,601,4167,20231,8047,725,9422,388,143,53443,10366,161,568,80.5,298,844,323,65.2,12746,44.9,4901,3844,71.2,14557,10366,898,255,10276,512,25599,76163,1100,1086,69,533,42,43,83.4,5859,4889,19.53,3.42,11.32,30,184813,19075,728,5013,19068,7899,0.2810810810810811,0.3023255813953488,1.7216216216216216,1.7255813953488373,0.050826149425287355,0.05434090426661006,Home Win,2.0,1.0,-0.6799999999999997,-2.7699999999999996,0,1,0,1,0,0
2021-2022_GW22_NewcastleU_vs_Watford,2021-2022,2022-01-15,22.0,Newcastle Utd,Watford,1,619,9243,397,163,50896,10201,160,521,84.6,344,726,308,50.3,12203,48.9,4880,3917,72.7,14036,10201,791,193,10113,544,23964,77685,923,911,81,504,57,61,83.7,5432,4545,19.95,3.74,11.74,31,188373,18281,727,4314,18278,7483,749,9426,380,148,51283,10423,161,642,83.9,311,830,298,61.1,12800,45.8,5325,4270,71.2,14641,10423,834,213,10320,557,24863,80054,1070,1057,59,475,43,48,82.0,5496,4505,18.24,3.24,10.45,35,193942,19161,625,4328,19159,7827,0.3183856502242152,0.30982367758186397,1.6995515695067265,1.7455919395465995,0.0588553499945905,0.05909187354126883,Draw,1.0,1.0,0.5,1.7100000000000009,1,0,0,0,1,0
2021-2022_GW22_Wolves_vs_Southampto,2021-2022,2022-01-15,22.0,Wolves,Southampton,1,490,12837,522,190,69338,15253,168,562,42.2,275,423,294,35.6,17380,57.2,7664,6610,79.8,19103,15253,1096,212,15117,723,36188,92814,1283,1262,44,496,37,65,88.1,7415,6533,18.21,3.5,10.55,58,275607,23334,703,4887,23333,10204,726,11085,561,197,62327,12505,233,573,70.9,285,612,353,46.4,15115,42.9,6093,4893,73.8,16941,12505,1016,249,12388,728,31425,80089,1326,1314,68,585,51,43,84.9,7173,6089,21.42,4.24,12.58,43,211003,21418,830,5713,21414,9409,0.3316708229426434,0.3368200836820084,1.7256857855361596,1.702928870292887,0.056321570460387944,0.0656743346865133,Home Win,3.0,1.0,-0.7400000000000002,-3.210000000000001,1,0,0,1,0,0
2021-2022_GW22_AstonVilla_vs_Manchester,2021-2022,2022-01-15,22.0,Aston Villa,Manchester Utd,1,561,11796,422,166,62511,12748,196,513,39.9,303,442,356,36.5,14615,48.2,6136,5184,77.3,16499,12748,1019,293,12668,653,31674,85405,1300,1293,85,608,41,49,87.0,6803,5916,22.03,4.18,12.13,71,220973,20609,825,5049,20606,8896,443,13954,587,213,76394,16690,197,525,42.8,299,315,407,30.0,18862,58.9,7436,6398,80.9,20641,16690,1315,312,16590,784,41495,93084,1568,1562,65,706,38,56,88.4,9234,8162,24.13,4.71,13.24,80,280259,24652,883,6331,24647,11141,0.34490238611713664,0.3558648111332008,1.8156182212581344,1.823061630218688,0.055357748389284506,0.05618460656442597,Draw,2.0,2.0,-0.5300000000000002,-2.099999999999998,1,0,0,0,0,1
2021-2022_GW22_WestHam_vs_LeedsUnite,2021-2022,2022-01-16,22.0,West Ham,Leeds United,1,628,12622,479,171,68100,14326,200,610,57.4,305,553,320,50.5,16647,50.9,6856,5789,78.0,18378,14326,1106,271,14229,646,32664,89191,1449,1437,68,569,50,47,88.4,7493,6627,20.26,3.74,11.66,29,251152,22331,810,5543,22325,9992,626,12260,412,170,67099,13989,170,445,37.0,292,413,347,27.5,16432,48.1,7050,5921,76.5,18288,13989,995,272,13865,671,36354,89161,1483,1467,68,589,60,52,86.1,7285,6271,21.71,3.74,12.63,66,242664,22705,789,4919,22700,9502,0.32054176072234764,0.29583333333333334,1.7381489841986455,1.71875,0.05118047852955158,0.05473083197389886,Away Win,2.0,3.0,0.0,-1.4499999999999993,1,0,0,1,0,0
2021-2022_GW22_Liverpool_vs_Brentford,2021-2022,2022-01-16,22.0,Liverpool,Brentford,1,467,17262,672,290,84190,21163,282,360,31.4,185,268,527,16.2,23742,62.3,10569,9245,82.8,25552,21163,1878,511,21042,885,45325,127087,2243,2227,105,912,104,63,89.7,10506,9420,32.87,6.24,18.97,112,370621,29575,1377,8419,29567,14176,728,10280,332,102,49925,11676,159,626,61.0,300,768,311,43.2,14443,47.6,6120,4797,71.8,16272,11676,942,262,11565,450,26085,85983,1189,1170,96,487,62,37,82.4,6312,5201,19.45,3.71,11.47,50,211867,20462,819,4566,20456,8201,0.3287101248266297,0.32339449541284404,1.7323162274618584,1.694954128440367,0.05126868265554397,0.04377431906614786,Home Win,3.0,0.0,2.5300000000000002,13.419999999999998,0,0,1,1,0,0
2021-2022_GW24_Brighton_vs_Chelsea,2021-2022,2022-01-18,24.0,Brighton,Chelsea,1,498,13919,519,139,68537,16410,200,535,64.3,241,568,356,31.4,18838,53.5,8208,7130,79.7,20588,16410,1187,342,16278,676,35095,95307,1547,1529,84,630,55,49,88.0,8172,7195,22.89,3.71,12.68,58,288827,24854,876,6505,24847,10520,486,17090,729,243,86187,21190,241,419,25.7,202,222,439,19.1,23158,60.6,9322,8318,85.1,24888,21190,1614,437,21040,894,46504,113085,1967,1956,62,818,75,48,91.5,11617,10628,28.0,5.26,15.34,77,342325,28975,1066,7881,28966,13385,0.2925311203319502,0.34305317324185247,1.8049792531120332,1.8250428816466553,0.04856670737840362,0.052311293153891165,Draw,1.0,1.0,-1.5499999999999998,-5.109999999999999,1,0,0,0,0,1
2021-2022_GW17_LeicesterC_vs_Tottenham,2021-2022,2022-01-19,17.0,Leicester City,Tottenham,1,553,13897,467,157,68708,16129,185,551,41.7,302,491,312,35.7,18268,51.5,7579,6573,80.1,20137,16129,1025,254,16036,622,34763,94214,1356,1351,41,566,42,48,88.2,8789,7751,19.61,4.32,11.39,65,269547,24409,746,4962,24407,11067,500,15122,596,195,82037,17204,193,567,28.0,282,279,379,29.8,18976,58.0,7812,6856,83.1,20696,17204,1172,338,17097,791,42338,93464,1459,1450,51,678,61,46,90.5,9143,8270,23.21,4.87,12.79,88,283871,24853,864,5627,24848,11453,0.3787528868360277,0.38065843621399176,1.720554272517321,1.8148148148148149,0.04475786140893718,0.05230789578098135,Away Win,2.0,3.0,-0.5499999999999998,-3.6000000000000014,1,0,0,1,0,0
2021-2022_GW17_Brentford_vs_Manchester,2021-2022,2022-01-19,17.0,Brentford,Manchester Utd,1,728,10280,332,102,49925,11676,159,626,61.0,300,768,311,43.2,14443,47.6,6120,4797,71.8,16272,11676,942,262,11565,450,26085,85983,1189,1170,96,487,62,37,82.4,6312,5201,19.45,3.71,11.47,50,211867,20462,819,4566,20456,8201,443,13954,587,213,76394,16690,197,525,42.8,299,315,407,30.0,18862,58.9,7436,6398,80.9,20641,16690,1315,312,16590,784,41495,93084,1568,1562,65,706,38,56,88.4,9234,8162,24.13,4.71,13.24,80,280259,24652,883,6331,24647,11141,0.32339449541284404,0.3558648111332008,1.694954128440367,1.823061630218688,0.04377431906614786,0.05618460656442597,Away Win,1.0,3.0,-1.0,-4.68,1,0,0,0,0,1
2021-2022_GW23_Watford_vs_NorwichCit,2021-2022,2022-01-21,23.0,Watford,Norwich City,1,749,9426,380,148,51283,10423,161,642,83.9,311,830,298,61.1,12800,45.8,5325,4270,71.2,14641,10423,834,213,10320,557,24863,80054,1070,1057,59,475,43,48,82.0,5496,4505,18.24,3.24,10.45,35,193942,19161,625,4328,19159,7827,598,11136,356,126,60854,12164,165,617,45.3,311,528,264,36.3,14176,49.7,5949,4912,75.7,16070,12164,739,226,12047,566,30074,80065,1031,1018,67,435,33,41,86.0,6484,5578,16.76,2.74,9.74,50,217007,20234,601,4167,20231,8047,0.30982367758186397,0.2810810810810811,1.7455919395465995,1.7216216216216216,0.05909187354126883,0.050826149425287355,Away Win,0.0,3.0,0.5,1.4799999999999969,0,1,0,0,1,0
2021-2022_GW23_Everton_vs_AstonVilla,2021-2022,2022-01-22,23.0,Everton,Aston Villa,1,725,9422,388,143,53443,10366,161,568,80.5,298,844,323,65.2,12746,44.9,4901,3844,71.2,14557,10366,898,255,10276,512,25599,76163,1100,1086,69,533,42,43,83.4,5859,4889,19.53,3.42,11.32,30,184813,19075,728,5013,19068,7899,561,11796,422,166,62511,12748,196,513,39.9,303,442,356,36.5,14615,48.2,6136,5184,77.3,16499,12748,1019,293,12668,653,31674,85405,1300,1293,85,608,41,49,87.0,6803,5916,22.03,4.18,12.13,71,220973,20609,825,5049,20606,8896,0.3023255813953488,0.34490238611713664,1.7255813953488373,1.8156182212581344,0.05434090426661006,0.055357748389284506,Away Win,0.0,1.0,-0.7599999999999998,-2.5,1,0,0,1,0,0
2021-2022_GW23_Brentford_vs_Wolves,2021-2022,2022-01-22,23.0,Brentford,Wolves,1,728,10280,332,102,49925,11676,159,626,61.0,300,768,311,43.2,14443,47.6,6120,4797,71.8,16272,11676,942,262,11565,450,26085,85983,1189,1170,96,487,62,37,82.4,6312,5201,19.45,3.71,11.47,50,211867,20462,819,4566,20456,8201,490,12837,522,190,69338,15253,168,562,42.2,275,423,294,35.6,17380,57.2,7664,6610,79.8,19103,15253,1096,212,15117,723,36188,92814,1283,1262,44,496,37,65,88.1,7415,6533,18.21,3.5,10.55,58,275607,23334,703,4887,23333,10204,0.32339449541284404,0.3316708229426434,1.694954128440367,1.7256857855361596,0.04377431906614786,0.056321570460387944,Away Win,1.0,2.0,0.20999999999999996,1.2399999999999984,1,0,0,1,0,0
2021-2022_GW23_Manchester_vs_WestHam,2021-2022,2022-01-22,23.0,Manchester Utd,West Ham,1,443,13954,587,213,76394,16690,197,525,42.8,299,315,407,30.0,18862,58.9,7436,6398,80.9,20641,16690,1315,312,16590,784,41495,93084,1568,1562,65,706,38,56,88.4,9234,8162,24.13,4.71,13.24,80,280259,24652,883,6331,24647,11141,628,12622,479,171,68100,14326,200,610,57.4,305,553,320,50.5,16647,50.9,6856,5789,78.0,18378,14326,1106,271,14229,646,32664,89191,1449,1437,68,569,50,47,88.4,7493,6627,20.26,3.74,11.66,29,251152,22331,810,5543,22325,9992,0.3558648111332008,0.32054176072234764,1.823061630218688,1.7381489841986455,0.05618460656442597,0.05118047852955158,Home Win,1.0,0.0,0.9699999999999998,3.8699999999999974,0,0,1,1,0,0
2021-2022_GW23_LeedsUnite_vs_NewcastleU,2021-2022,2022-01-22,23.0,Leeds United,Newcastle Utd,1,626,12260,412,170,67099,13989,170,445,37.0,292,413,347,27.5,16432,48.1,7050,5921,76.5,18288,13989,995,272,13865,671,36354,89161,1483,1467,68,589,60,52,86.1,7285,6271,21.71,3.74,12.63,66,242664,22705,789,4919,22700,9502,619,9243,397,163,50896,10201,160,521,84.6,344,726,308,50.3,12203,48.9,4880,3917,72.7,14036,10201,791,193,10113,544,23964,77685,923,911,81,504,57,61,83.7,5432,4545,19.95,3.74,11.74,31,188373,18281,727,4314,18278,7483,0.29583333333333334,0.3183856502242152,1.71875,1.6995515695067265,0.05473083197389886,0.0588553499945905,Away Win,0.0,1.0,0.0,1.7600000000000016,1,0,0,1,0,0
2021-2022_GW23_Southampto_vs_Manchester,2021-2022,2022-01-22,23.0,Southampton,Manchester City,1,726,11085,561,197,62327,12505,233,573,70.9,285,612,353,46.4,15115,42.9,6093,4893,73.8,16941,12505,1016,249,12388,728,31425,80089,1326,1314,68,585,51,43,84.9,7173,6089,21.42,4.24,12.58,43,211003,21418,830,5713,21414,9409,397,21064,840,386,110018,24406,316,310,19.0,147,188,536,15.7,26239,68.1,11162,10158,87.5,27902,24406,2110,535,24212,1145,61200,117964,2421,2402,78,997,88,70,92.9,12605,11713,33.84,6.24,18.53,102,412596,31381,1499,9729,31372,15281,0.3368200836820084,0.3366477272727273,1.702928870292887,1.8267045454545454,0.0656743346865133,0.05435814660083555,Draw,1.0,1.0,-2.0,-12.420000000000002,1,0,0,0,0,1
2021-2022_GW23_CrystalPal_vs_Liverpool,2021-2022,2022-01-23,23.0,Crystal Palace,Liverpool,1,618,13129,410,149,65928,14983,175,525,40.1,272,375,305,26.8,17115,51.1,7610,6521,78.5,19081,14983,990,270,14878,592,33176,92523,1229,1214,63,500,46,43,87.4,7495,6553,18.71,3.68,10.63,40,265538,23466,749,4943,23458,9989,467,17262,672,290,84190,21163,282,360,31.4,185,268,527,16.2,23742,62.3,10569,9245,82.8,25552,21163,1878,511,21042,885,45325,127087,2243,2227,105,912,104,63,89.7,10506,9420,32.87,6.24,18.97,112,370621,29575,1377,8419,29567,14176,0.3465346534653465,0.3287101248266297,1.75990099009901,1.7323162274618584,0.045091019879655726,0.05126868265554397,Away Win,1.0,3.0,-2.56,-14.159999999999997,1,0,0,0,0,1
2021-2022_GW23_Arsenal_vs_Burnley,2021-2022,2022-01-23,23.0,Arsenal,Burnley,1,572,13993,494,223,73530,16176,208,487,63.7,251,533,437,36.0,18149,51.3,8140,7187,81.5,19843,16176,1354,329,16066,734,39388,91114,1655,1642,68,788,66,57,89.2,8210,7325,27.11,4.89,15.29,77,280868,23780,982,6491,23772,10336,733,8229,300,84,42272,9454,183,642,91.1,304,870,286,69.8,12275,45.3,4472,3306,67.0,14107,9454,877,240,9342,388,19061,80195,972,958,81,455,50,28,80.7,5327,4297,17.74,3.13,10.66,32,178791,18371,663,4686,18369,8051,0.32013769363166955,0.2938271604938272,1.7728055077452667,1.6641975308641976,0.05245479882798542,0.04715032203183862,Draw,0.0,0.0,1.7599999999999998,9.370000000000001,1,0,0,1,0,0
2021-2022_GW23_LeicesterC_vs_Brighton,2021-2022,2022-01-23,23.0,Leicester City,Brighton,1,553,13897,467,157,68708,16129,185,551,41.7,302,491,312,35.7,18268,51.5,7579,6573,80.1,20137,16129,1025,254,16036,622,34763,94214,1356,1351,41,566,42,48,88.2,8789,7751,19.61,4.32,11.39,65,269547,24409,746,4962,24407,11067,498,13919,519,139,68537,16410,200,535,64.3,241,568,356,31.4,18838,53.5,8208,7130,79.7,20588,16410,1187,342,16278,676,35095,95307,1547,1529,84,630,55,49,88.0,8172,7195,22.89,3.71,12.68,58,288827,24854,876,6505,24847,10520,0.3787528868360277,0.2925311203319502,1.720554272517321,1.8049792531120332,0.04475786140893718,0.04856670737840362,Draw,1.0,1.0,0.6100000000000003,-3.280000000000001,1,0,0,1,0,0
2021-2022_GW23_Chelsea_vs_Tottenham,2021-2022,2022-01-23,23.0,Chelsea,Tottenham,1,486,17090,729,243,86187,21190,241,419,25.7,202,222,439,19.1,23158,60.6,9322,8318,85.1,24888,21190,1614,437,21040,894,46504,113085,1967,1956,62,818,75,48,91.5,11617,10628,28.0,5.26,15.34,77,342325,28975,1066,7881,28966,13385,500,15122,596,195,82037,17204,193,567,28.0,282,279,379,29.8,18976,58.0,7812,6856,83.1,20696,17204,1172,338,17097,791,42338,93464,1459,1450,51,678,61,46,90.5,9143,8270,23.21,4.87,12.79,88,283871,24853,864,5627,24848,11453,0.34305317324185247,0.38065843621399176,1.8250428816466553,1.8148148148148149,0.052311293153891165,0.05230789578098135,Home Win,2.0,0.0,0.3899999999999997,4.789999999999999,0,0,1,1,0,0
2021-2022_GW17_Burnley_vs_Watford,2021-2022,2022-02-05,17.0,Burnley,Watford,1,733,8229,300,84,42272,9454,183,642,91.1,304,870,286,69.8,12275,45.3,4472,3306,67.0,14107,9454,877,240,9342,388,19061,80195,972,958,81,455,50,28,80.7,5327,4297,17.74,3.13,10.66,32,178791,18371,663,4686,18369,8051,749,9426,380,148,51283,10423,161,642,83.9,311,830,298,61.1,12800,45.8,5325,4270,71.2,14641,10423,834,213,10320,557,24863,80054,1070,1057,59,475,43,48,82.0,5496,4505,18.24,3.24,10.45,35,193942,19161,625,4328,19159,7827,0.2938271604938272,0.30982367758186397,1.6641975308641976,1.7455919395465995,0.04715032203183862,0.05909187354126883,Draw,0.0,0.0,-0.11000000000000032,-0.5,1,0,0,0,1,0
2021-2022_GW24_WestHam_vs_Watford,2021-2022,2022-02-08,24.0,West Ham,Watford,1,628,12622,479,171,68100,14326,200,610,57.4,305,553,320,50.5,16647,50.9,6856,5789,78.0,18378,14326,1106,271,14229,646,32664,89191,1449,1437,68,569,50,47,88.4,7493,6627,20.26,3.74,11.66,29,251152,22331,810,5543,22325,9992,749,9426,380,148,51283,10423,161,642,83.9,311,830,298,61.1,12800,45.8,5325,4270,71.2,14641,10423,834,213,10320,557,24863,80054,1070,1057,59,475,43,48,82.0,5496,4505,18.24,3.24,10.45,35,193942,19161,625,4328,19159,7827,0.32054176072234764,0.30982367758186397,1.7381489841986455,1.7455919395465995,0.05118047852955158,0.05909187354126883,Home Win,1.0,0.0,0.5,2.020000000000003,1,0,0,0,1,0
2021-2022_GW24_NewcastleU_vs_Everton,2021-2022,2022-02-08,24.0,Newcastle Utd,Everton,1,619,9243,397,163,50896,10201,160,521,84.6,344,726,308,50.3,12203,48.9,4880,3917,72.7,14036,10201,791,193,10113,544,23964,77685,923,911,81,504,57,61,83.7,5432,4545,19.95,3.74,11.74,31,188373,18281,727,4314,18278,7483,725,9422,388,143,53443,10366,161,568,80.5,298,844,323,65.2,12746,44.9,4901,3844,71.2,14557,10366,898,255,10276,512,25599,76163,1100,1086,69,533,42,43,83.4,5859,4889,19.53,3.42,11.32,30,184813,19075,728,5013,19068,7899,0.3183856502242152,0.3023255813953488,1.6995515695067265,1.7255813953488373,0.0588553499945905,0.05434090426661006,Home Win,3.0,1.0,0.3200000000000003,0.41999999999999815,1,0,0,1,0,0
2021-2022_GW24_Burnley_vs_Manchester,2021-2022,2022-02-08,24.0,Burnley,Manchester Utd,1,733,8229,300,84,42272,9454,183,642,91.1,304,870,286,69.8,12275,45.3,4472,3306,67.0,14107,9454,877,240,9342,388,19061,80195,972,958,81,455,50,28,80.7,5327,4297,17.74,3.13,10.66,32,178791,18371,663,4686,18369,8051,443,13954,587,213,76394,16690,197,525,42.8,299,315,407,30.0,18862,58.9,7436,6398,80.9,20641,16690,1315,312,16590,784,41495,93084,1568,1562,65,706,38,56,88.4,9234,8162,24.13,4.71,13.24,80,280259,24652,883,6331,24647,11141,0.2938271604938272,0.3558648111332008,1.6641975308641976,1.823061630218688,0.04715032203183862,0.05618460656442597,Draw,1.0,1.0,-1.58,-6.390000000000001,1,0,0,0,0,1
2021-2022_GW24_NorwichCit_vs_CrystalPal,2021-2022,2022-02-09,24.0,Norwich City,Crystal Palace,1,598,11136,356,126,60854,12164,165,617,45.3,311,528,264,36.3,14176,49.7,5949,4912,75.7,16070,12164,739,226,12047,566,30074,80065,1031,1018,67,435,33,41,86.0,6484,5578,16.76,2.74,9.74,50,217007,20234,601,4167,20231,8047,618,13129,410,149,65928,14983,175,525,40.1,272,375,305,26.8,17115,51.1,7610,6521,78.5,19081,14983,990,270,14878,592,33176,92523,1229,1214,63,500,46,43,87.4,7495,6553,18.71,3.68,10.63,40,265538,23466,749,4943,23458,9989,0.2810810810810811,0.3465346534653465,1.7216216216216216,1.75990099009901,0.050826149425287355,0.045091019879655726,Draw,1.0,1.0,-0.94,-1.9499999999999993,0,1,0,1,0,0
2021-2022_GW24_Manchester_vs_Brentford,2021-2022,2022-02-09,24.0,Manchester City,Brentford,1,397,21064,840,386,110018,24406,316,310,19.0,147,188,536,15.7,26239,68.1,11162,10158,87.5,27902,24406,2110,535,24212,1145,61200,117964,2421,2402,78,997,88,70,92.9,12605,11713,33.84,6.24,18.53,102,412596,31381,1499,9729,31372,15281,728,10280,332,102,49925,11676,159,626,61.0,300,768,311,43.2,14443,47.6,6120,4797,71.8,16272,11676,942,262,11565,450,26085,85983,1189,1170,96,487,62,37,82.4,6312,5201,19.45,3.71,11.47,50,211867,20462,819,4566,20456,8201,0.3366477272727273,0.32339449541284404,1.8267045454545454,1.694954128440367,0.05435814660083555,0.04377431906614786,Home Win,2.0,0.0,2.5300000000000002,14.390000000000004,0,0,1,1,0,0
